,Compound,Media Outlet,Negative,Neutral,Number of Tweets Ago,Positive,Time,Tweet Text
398,0.0,@nytimes,0.0,1.0,5,0.0,Sat Apr 21 23:30:36 +0000 2018,RT @nytimes: Exposures: The Real Cost of Cheap Shirts https://t.co/lXjLK9VX7f
399,0.0,@nytimes,0.0,1.0,6,0.0,Sat Apr 21 23:30:35 +0000 2018,RT @MeiniDanilo: @JRothenbergTV @TheCW @cwthe100 @warnerbrostv @WarnerBrosEnt @timscanlan @DrLawyercop @The100writers @glaad @PFLAG @BuzzFe…
400,-0.6908,@nytimes,0.251,0.749,7,0.0,Sat Apr 21 23:30:35 +0000 2018,"RT @tedlieu: It is #SaturdayMorning. That means @realDonaldTrump does another angry rant, this time about @nytimes reporter Maggie Haberman…"
401,0.0,@nytimes,0.0,1.0,8,0.0,Sat Apr 21 23:30:34 +0000 2018,RT @Willis_Hubbard_: @adair1946 @Irysdawn @elaineyvette1 @Lololupus @CHHolte @andrerucker51 @lindammeyrs2001 @BarReNaples @PDelarios @cleot…
402,-0.7506,@nytimes,0.274,0.726,9,0.0,Sat Apr 21 23:30:32 +0000 2018,RT @Pran_0: @Jaunporia @mediacrooks @nytimes And @deanbaquet's team attempted &amp; failed miserably to install that president's wife in Whiteh…
403,-0.5574,@nytimes,0.153,0.847,10,0.0,Sat Apr 21 23:30:31 +0000 2018,"RT @nytimes: A week before Prince died, a paramedic revived him from an overdose. The paramedic asked Prince how he felt. Prince's trusted…"
404,0.0935,@nytimes,0.114,0.757,11,0.129,Sat Apr 21 23:30:30 +0000 2018,RT @Pran_0: @mediacrooks @nytimes So much ducking virtue signalling by @nytimes..An employee covering Hillary cries on election day &amp; write…
405,-0.0772,@nytimes,0.131,0.751,12,0.117,Sat Apr 21 23:30:29 +0000 2018,"@rizwan_rameel @Donaloconnellq @nytimes The officer had a freaking taser on him. He uses that, like he should have… https://t.co/4HR05GT1Zs"
406,-0.6124,@nytimes,0.167,0.833,13,0.0,Sat Apr 21 23:30:28 +0000 2018,RT @KittuKrithika: Too many racist bigots masquerading as liberals preaching others on equality. One such is @AudreyTruschke and other is @…
407,0.0,@nytimes,0.0,1.0,14,0.0,Sat Apr 21 23:30:26 +0000 2018,@nytimes My @marksandspencer jeans were made in Bangladesh. 😔
408,0.8016,@nytimes,0.0,0.736,15,0.264,Sat Apr 21 23:30:24 +0000 2018,"RT @AbodeOfLakshmi: @mediacrooks @nytimes Yes, this is the best example of how the Western media demeans anything Indian! 
It's high time t…"
409,0.5106,@nytimes,0.0,0.852,16,0.148,Sat Apr 21 23:30:23 +0000 2018,"RT @nytimes: Fancy homes, lobbyists and a shell company: Scott Pruitt’s political past in Oklahoma contains echoes of his ethical pitfalls…"
410,-0.8442,@nytimes,0.31,0.69,17,0.0,Sat Apr 21 23:30:21 +0000 2018,RT @nytimes: A sheriff’s deputy who shot and killed an unarmed black man in Houston last month has been fired https://t.co/bOOUbeqrmy
411,0.0,@nytimes,0.0,1.0,18,0.0,Sat Apr 21 23:30:21 +0000 2018,RT @tomorrows_truth: @PongalVadaa @mediacrooks @nytimes https://t.co/evsRGY4FaV(X(1)S(kagptetqbmhzy2jxwglhkpiv))/en-US/Education/FactsStati…
412,0.6249,@nytimes,0.0,0.76,19,0.24,Sat Apr 21 23:30:20 +0000 2018,RT @nytimes: A few simple tips for getting capturing a great video on your phone https://t.co/zBeyvqfdmK
413,0.0,@nytimes,0.0,1.0,20,0.0,Sat Apr 21 23:30:19 +0000 2018,RT @_CFJ_: @mike_pence @Delo_Taylor @marclamonthill @JoyAnnReid @donlemon @NAACP @BET @OfficialCBC @Kaepernick7 @nflcommish @MalcolmJenkins…
414,-0.6705,@nytimes,0.184,0.816,21,0.0,Sat Apr 21 23:30:19 +0000 2018,RT @ramgopaldass_77: @mediacrooks @nytimes Very true....the filth of @nytimes should look in their own backyard on incidents of rapes. So m…
415,0.0,@nytimes,0.0,1.0,22,0.0,Sat Apr 21 23:30:19 +0000 2018,RT @Willis_Hubbard_: @adair1946 @Irysdawn @elaineyvette1 @Lololupus @CHHolte @andrerucker51 @lindammeyrs2001 @BarReNaples @PDelarios @cleot…
416,-0.8176,@nytimes,0.291,0.635,23,0.074,Sat Apr 21 23:30:17 +0000 2018,RT @mandarbooks: @mediacrooks @nytimes Also read the book 📚 O’Reilly maximum rape murders in USA creating world record with 1/4 of India po…
417,0.7264,@nytimes,0.0,0.724,24,0.276,Sat Apr 21 23:30:16 +0000 2018,RT @BnPrashanthbn: @mediacrooks @nytimes Well @vindugoel is very happy with @realDonaldTrump since the President does a daily briefing cond…
418,-0.6908,@nytimes,0.251,0.749,25,0.0,Sat Apr 21 23:30:14 +0000 2018,"RT @tedlieu: It is #SaturdayMorning. That means @realDonaldTrump does another angry rant, this time about @nytimes reporter Maggie Haberman…"
419,0.0,@nytimes,0.0,1.0,26,0.0,Sat Apr 21 23:30:12 +0000 2018,RT @MeiniDanilo: @JRothenbergTV @TheCW @cwthe100 @warnerbrostv @WarnerBrosEnt @timscanlan @DrLawyercop @The100writers @glaad @PFLAG @BuzzFe…
420,0.431,@nytimes,0.0,0.885,27,0.115,Sat Apr 21 23:30:12 +0000 2018,@IutaroG @nytopinion @nytimes Her opinion why many women didn't turn out to vote for Hillary. Because she didn't kick his ass to curb.
421,0.7378,@nytimes,0.0,0.771,28,0.229,Sat Apr 21 23:30:11 +0000 2018,"@nytimes I can’t focus! This is so good it evolkes memories of “Feel the beat of the rhythm of the night..” Yeah, I… https://t.co/vumYkC4EQR"
422,-0.3887,@nytimes,0.127,0.809,29,0.064,Sat Apr 21 23:30:09 +0000 2018,RT @ramgopaldass_77: @mediacrooks @nytimes And not to forget another sick cartoon by the pigs of NYT that portrayed India as an elephant st…
423,0.0,@nytimes,0.0,1.0,30,0.0,Sat Apr 21 23:30:08 +0000 2018,https://t.co/KJJ55BpDvR @eBay @youtube @Facebook @cnn @BBCBreaking @google @BBCWorld @twitter @cnnbrk @nytimes… https://t.co/2aJVa35Qn4
424,-0.6369,@nytimes,0.189,0.756,31,0.055,Sat Apr 21 23:30:05 +0000 2018,RT @swatrisha: @tomorrows_truth @mediacrooks @nytimes Pls add -Thousands of rapes in Colleges every year which are masked as consensual sex…
425,-0.2532,@nytimes,0.132,0.773,32,0.095,Sat Apr 21 23:30:05 +0000 2018,"RT @Hoosiers1986: I'm sick of #fakenews too @POTUS!

The @nytimes is a third rate paper so I'm sure Maggie Haberman is a third rate reporte…"
426,-0.6808,@nytimes,0.219,0.781,33,0.0,Sat Apr 21 23:30:05 +0000 2018,"RT @nytimes: President Trump, in a series of tweets, criticized this article that described his years of poor treatment of his longtime per…"
427,-0.4574,@nytimes,0.187,0.813,34,0.0,Sat Apr 21 23:30:04 +0000 2018,"@CNN @BBCWorld @nytimes @washingtonpost @hrw @UNHumanRights @EU_Commission 
damn israel!
I and EVERY SINLGE MUSLIM… https://t.co/Bt4PypI1xH"
428,0.0,@nytimes,0.0,1.0,35,0.0,Sat Apr 21 23:30:04 +0000 2018,.@nytimes https://t.co/2ru6NijIvt
429,0.6288,@nytimes,0.0,0.756,36,0.244,Sat Apr 21 23:30:02 +0000 2018,"RT @KVN_athreya: @mediacrooks Ppl like @vindugoel  may prefer to be a ""Proud Slave"" to Racist/ Indiaphobic @nytimes , but not all. No one d…"
430,0.0,@nytimes,0.0,1.0,37,0.0,Sat Apr 21 23:30:01 +0000 2018,"RT @nytimes: Dean Baquet, our executive editor, said our article ""is filled with named quotes on the record."" Everything @maggieNYT ""has re…"
431,-0.5267,@nytimes,0.274,0.726,38,0.0,Sat Apr 21 23:30:00 +0000 2018,@CNN @ABC @CBS @NBCNews @nytimes @washingtonpost ⬅️ Stupid AF https://t.co/eLVYNkc1Ex
432,-0.128,@nytimes,0.09,0.84,39,0.07,Sat Apr 21 23:30:00 +0000 2018,RT @EuphonyTunes: @mediacrooks Ha...ha....US media can sniff crime in far away land like India but cannot smell the odour coming out of the…
433,0.6486,@nytimes,0.0,0.704,40,0.296,Sat Apr 21 23:30:00 +0000 2018,"For decades, marriage to a United States citizen has been a virtual guarantee of legal residency. The @nytimes repo… https://t.co/KCtlhGXjEf"
434,0.0,@nytimes,0.0,1.0,41,0.0,Sat Apr 21 23:30:00 +0000 2018,RT @elaineyvette1: @adair1946 @lindammeyrs2001 @BarReNaples @CHHolte @PDelarios @cleotiger17 @Willis_Hubbard_ @SandySnoble63 @irenedorsey32…
435,-0.6908,@nytimes,0.251,0.749,42,0.0,Sat Apr 21 23:30:00 +0000 2018,"RT @tedlieu: It is #SaturdayMorning. That means @realDonaldTrump does another angry rant, this time about @nytimes reporter Maggie Haberman…"
436,0.0,@nytimes,0.0,1.0,43,0.0,Sat Apr 21 23:29:58 +0000 2018,"RT @SiemonKlaus: #Spanien #camisetagroc
Ein Staat, der Angst vor gelben Hemden hat, sollte nicht Mitglied der #EU sein und Herr #Juncker, d…"
437,0.0,@nytimes,0.0,1.0,44,0.0,Sat Apr 21 23:29:57 +0000 2018,"RT @nytimes: President Trump also said that “I don’t speak to” Maggie Haberman and “have nothing to do” with her. In fact, she has intervie…"
438,0.0,@nytimes,0.0,1.0,45,0.0,Sat Apr 21 23:29:55 +0000 2018,RT @elaineyvette1: @CHHolte @adair1946 @lindammeyrs2001 @BarReNaples @PDelarios @cleotiger17 @Willis_Hubbard_ @SandySnoble63 @irenedorsey32…
439,-0.2532,@nytimes,0.132,0.773,46,0.095,Sat Apr 21 23:29:47 +0000 2018,"RT @Hoosiers1986: I'm sick of #fakenews too @POTUS!

The @nytimes is a third rate paper so I'm sure Maggie Haberman is a third rate reporte…"
440,0.0,@nytimes,0.0,1.0,47,0.0,Sat Apr 21 23:29:44 +0000 2018,"RT @nytimes: President Trump also said that “I don’t speak to” Maggie Haberman and “have nothing to do” with her. In fact, she has intervie…"
441,0.34,@nytimes,0.0,0.902,48,0.098,Sat Apr 21 23:29:44 +0000 2018,RT @DanRather: The fetid brew of money and politics certainly isn't new. But the sheer audacity of the allegations surrounding Pruitt at th…
442,0.0,@nytimes,0.0,1.0,49,0.0,Sat Apr 21 23:29:42 +0000 2018,RT @MeiniDanilo: @JRothenbergTV @TheCW @cwthe100 @warnerbrostv @WarnerBrosEnt @timscanlan @DrLawyercop @The100writers @glaad @PFLAG @BuzzFe…
443,0.0,@nytimes,0.0,1.0,50,0.0,Sat Apr 21 23:29:41 +0000 2018,RT @TheBeliever2018: @mediacrooks @nytimes Arre Dumbo's candle march ..his own drunken sis was fondled... and a few others too.... and they…
444,0.0,@nytimes,0.0,1.0,51,0.0,Sat Apr 21 23:29:41 +0000 2018,RT @CHHolte: @elaineyvette1 @adair1946 @lindammeyrs2001 @BarReNaples @PDelarios @cleotiger17 @Willis_Hubbard_ @SandySnoble63 @irenedorsey32…
445,0.0,@nytimes,0.0,1.0,52,0.0,Sat Apr 21 23:29:37 +0000 2018,"RT @nytimes: Scott Pruitt met personally last year with J. Steven Hart, the lobbyist whose wife had rented him a $50-a-night condo, a discl…"
446,0.0,@nytimes,0.0,1.0,53,0.0,Sat Apr 21 23:29:36 +0000 2018,RT @Eemunchagote: @CHHolte @elaineyvette1 @adair1946 @lindammeyrs2001 @BarReNaples @PDelarios @cleotiger17 @Willis_Hubbard_ @SandySnoble63…
447,-0.754,@nytimes,0.446,0.554,54,0.0,Sat Apr 21 23:29:36 +0000 2018,"This is nasty!
Catalan independence don't respect anyone.
@nytimes https://t.co/kOqyZhY04F"
448,0.3612,@nytimes,0.0,0.878,55,0.122,Sat Apr 21 23:29:35 +0000 2018,@nytimes I like to see everyone infantilizing this woman and assuming she didn’t make this choice herself and then… https://t.co/HdJNFY7u1D
449,0.0,@nytimes,0.0,1.0,56,0.0,Sat Apr 21 23:29:30 +0000 2018,"RT @nytimes: In Message to Trump, Europe and Mexico Announce Trade Pact https://t.co/vnpgRHcygn"
450,0.0258,@nytimes,0.128,0.741,57,0.132,Sat Apr 21 23:29:24 +0000 2018,RT @KrisParonto: What’s sad is that this is a pretty dang accurate assessment 😡😞 @CNN @DNC @MSNBC @nytimes @washingtonpost @Salon @voxdotco…
451,0.0,@nytimes,0.0,1.0,58,0.0,Sat Apr 21 23:29:24 +0000 2018,RT @andrerucker51: @Eemunchagote @CHHolte @elaineyvette1 @adair1946 @lindammeyrs2001 @BarReNaples @PDelarios @cleotiger17 @Willis_Hubbard_…
452,0.0,@nytimes,0.0,1.0,59,0.0,Sat Apr 21 23:29:20 +0000 2018,RT @Hoping2HelpMom: @JoyAnnReid @amjoyshow @maddow @CNN @MSNBC @nytimes @washingtonpost @Lawrence @RWPUSA @AriMelber @TheBeatWithAri @Chris…
453,0.34,@nytimes,0.0,0.902,60,0.098,Sat Apr 21 23:29:16 +0000 2018,RT @DanRather: The fetid brew of money and politics certainly isn't new. But the sheer audacity of the allegations surrounding Pruitt at th…
454,0.0,@nytimes,0.0,1.0,61,0.0,Sat Apr 21 23:29:14 +0000 2018,RT @elaineyvette1: @andrerucker51 @Eemunchagote @CHHolte @adair1946 @lindammeyrs2001 @BarReNaples @PDelarios @cleotiger17 @Willis_Hubbard_…
455,0.0,@nytimes,0.0,1.0,62,0.0,Sat Apr 21 23:29:13 +0000 2018,RT @Marlene_Senna: Para condenar Lula juízes se basearam em notas FALSAS como prova @theintercept @tvi24pt @teleSURtv @nytimes @guardian @B…
456,0.0,@nytimes,0.0,1.0,63,0.0,Sat Apr 21 23:29:13 +0000 2018,RT @_CFJ_: @mike_pence @Delo_Taylor @marclamonthill @JoyAnnReid @donlemon @NAACP @BET @OfficialCBC @Kaepernick7 @nflcommish @MalcolmJenkins…
457,0.0,@nytimes,0.0,1.0,64,0.0,Sat Apr 21 23:29:13 +0000 2018,The Real Cost of Cheap Shirts   via @NYTimes https://t.co/0v8BF7kHvA
458,0.0,@nytimes,0.0,1.0,65,0.0,Sat Apr 21 23:29:11 +0000 2018,@3Conservative @KrisParonto @CNN @DNC @MSNBC @nytimes @washingtonpost @Salon @voxdotcom @chelseahandler @TheView… https://t.co/JxfrzjDNcV
459,0.0,@nytimes,0.0,1.0,66,0.0,Sat Apr 21 23:29:11 +0000 2018,"RT @nytimes: According to 911 records, approximately 2 minutes after the men entered the store, the police were called https://t.co/u84fLY4…"
460,0.0,@nytimes,0.0,1.0,67,0.0,Sat Apr 21 23:29:08 +0000 2018,RT @_CFJ_: @mike_pence @Delo_Taylor @marclamonthill @JoyAnnReid @donlemon @NAACP @BET @OfficialCBC @Kaepernick7 @nflcommish @MalcolmJenkins…
461,0.4019,@nytimes,0.0,0.886,68,0.114,Sat Apr 21 23:29:06 +0000 2018,"RT @brianstelter: ""In some ways, writing about 1954 was an interesting way to write about 2018."" @JakeTapper, debut novelist, profiled in t…"
462,0.0,@nytimes,0.0,1.0,69,0.0,Sat Apr 21 23:29:05 +0000 2018,RT @nytimes: Exposures: The Real Cost of Cheap Shirts https://t.co/lXjLK9VX7f
463,0.0,@nytimes,0.0,1.0,70,0.0,Sat Apr 21 23:29:04 +0000 2018,RT @Magnoliagirl94: @_SierraWhiskee @Hoosiers1986 @POTUS @nytimes @StacyLStiles @LVNancy @ClintonMSix14 @carrieksada @VFL2013 @kwilli1046 @…
464,0.0,@nytimes,0.0,1.0,71,0.0,Sat Apr 21 23:29:03 +0000 2018,RT @Willis_Hubbard_: @cleotiger17 @elaineyvette1 @andrerucker51 @Eemunchagote @CHHolte @adair1946 @lindammeyrs2001 @BarReNaples @PDelarios…
465,0.0,@nytimes,0.0,1.0,72,0.0,Sat Apr 21 23:29:01 +0000 2018,"RT @Franklin_Graham: One man on @SouthwestAir Flight 1380 said he prayed, “Dear Jesus, send some angels.” @NYTimes talks about how passenge…"
466,0.0,@nytimes,0.0,1.0,73,0.0,Sat Apr 21 23:29:00 +0000 2018,@GregSherrow @frontlinepbs @PBS @NPR @60Minutes @MeetThePress @MSNBC @latimes @nytimes @washingtonpost @sfchronicle… https://t.co/kdQv8ppHOn
467,0.0,@nytimes,0.0,1.0,74,0.0,Sat Apr 21 23:29:00 +0000 2018,RT @Cfiallos8: @nbc @BBCBreaking @CNN @BBC_HaveYourSay @HoustonChron @nytimes @washingtonpost @BBCWorld @HuffPost what's happening in #nica…
468,0.0,@nytimes,0.0,1.0,75,0.0,Sat Apr 21 23:28:59 +0000 2018,RT @MeiniDanilo: @JRothenbergTV @TheCW @cwthe100 @warnerbrostv @WarnerBrosEnt @timscanlan @DrLawyercop @The100writers @glaad @PFLAG @BuzzFe…
469,0.6486,@nytimes,0.0,0.654,76,0.346,Sat Apr 21 23:28:55 +0000 2018,RT @nytimes: Works in Progress: Dance Like the Principal Is Watching https://t.co/aH9q83Lvbk
470,0.0,@nytimes,0.0,1.0,77,0.0,Sat Apr 21 23:28:54 +0000 2018,RT @JWaReesS: @cleotiger17 @MishMashB1 @bannerite @PearlieMaeJones @recDNA @Trumpgot2go @Willis_Hubbard_ @Lololupus @irenedorsey321 @ERMA__…
471,-0.7443,@nytimes,0.276,0.636,78,0.088,Sat Apr 21 23:28:50 +0000 2018,"@burt_joyce @nytimes 
You are so crazy you sound like a parody of a human being.
Of course cops who kill unarmed pe… https://t.co/aYfmzW68rr"
472,-0.6597,@nytimes,0.161,0.839,79,0.0,Sat Apr 21 23:28:50 +0000 2018,"RT @nytimes: At the 13th annual exorcism conference in Rome, instructions include ""how to yell at the devil, rid Muslims of black magic and…"
473,-0.8442,@nytimes,0.31,0.69,80,0.0,Sat Apr 21 23:28:49 +0000 2018,RT @nytimes: A sheriff’s deputy who shot and killed an unarmed black man in Houston last month has been fired https://t.co/bOOUbeqrmy
474,0.0,@nytimes,0.0,1.0,81,0.0,Sat Apr 21 23:28:42 +0000 2018,"RT @nytimes: President Trump also said that “I don’t speak to” Maggie Haberman and “have nothing to do” with her. In fact, she has intervie…"
475,0.0,@nytimes,0.0,1.0,82,0.0,Sat Apr 21 23:28:39 +0000 2018,RT @JWaReesS: @cleotiger17 @MishMashB1 @bannerite @PearlieMaeJones @recDNA @Trumpgot2go @Willis_Hubbard_ @Lololupus @irenedorsey321 @ERMA__…
476,0.0258,@nytimes,0.128,0.741,83,0.132,Sat Apr 21 23:28:38 +0000 2018,RT @KrisParonto: What’s sad is that this is a pretty dang accurate assessment 😡😞 @CNN @DNC @MSNBC @nytimes @washingtonpost @Salon @voxdotco…
477,0.0,@nytimes,0.0,1.0,84,0.0,Sat Apr 21 23:28:37 +0000 2018,RT @MishMashB1: @cleotiger17 @bannerite @JWaReesS @PearlieMaeJones @recDNA @Trumpgot2go @Willis_Hubbard_ @Lololupus @irenedorsey321 @ERMA__…
478,0.0,@nytimes,0.0,1.0,85,0.0,Sat Apr 21 23:28:37 +0000 2018,RT @MeiniDanilo: @JRothenbergTV @TheCW @cwthe100 @warnerbrostv @WarnerBrosEnt @timscanlan @DrLawyercop @The100writers @glaad @PFLAG @BuzzFe…
479,0.0,@nytimes,0.0,1.0,86,0.0,Sat Apr 21 23:28:35 +0000 2018,RT @nytimes: Exposures: The Real Cost of Cheap Shirts https://t.co/lXjLK9VX7f
480,0.296,@nytimes,0.0,0.891,87,0.109,Sat Apr 21 23:28:35 +0000 2018,"RT @BanquoDyar: @RonBrownstein I think we know - impeachment would start immediately, Fox News would discuss 24/7, @nytimes would join in,…"
481,0.0,@nytimes,0.0,1.0,88,0.0,Sat Apr 21 23:28:34 +0000 2018,@JulianAssange @BBCBreaking @AlJazeera @cnnbrk @guardian @nytimes @washingtonpost @lesoir @libe @Le_Figaro… https://t.co/0VGeUkO0Z6
482,0.3612,@nytimes,0.0,0.884,89,0.116,Sat Apr 21 23:28:32 +0000 2018,"RT @nytimes: Although we tend to think of vegetables as a savory food, every vegetable has a natural range of sugar https://t.co/kQMg4Hugac"
483,0.0,@nytimes,0.0,1.0,90,0.0,Sat Apr 21 23:28:32 +0000 2018,RT @cleotiger17: @MishMashB1 @bannerite @JWaReesS @PearlieMaeJones @recDNA @Trumpgot2go @Willis_Hubbard_ @Lololupus @irenedorsey321 @ERMA__…
484,0.5574,@nytimes,0.073,0.733,91,0.193,Sat Apr 21 23:28:31 +0000 2018,"RT @FilmCritHULK: Dear @nytimes For the last time there is no such thing as ""The Friend Zone."" You are putting someone in ""The Girlfriend Z…"
485,0.0,@nytimes,0.0,1.0,92,0.0,Sat Apr 21 23:28:31 +0000 2018,RT @nytimes: Exposures: The Real Cost of Cheap Shirts https://t.co/lXjLK9VX7f
486,-0.6908,@nytimes,0.251,0.749,93,0.0,Sat Apr 21 23:28:31 +0000 2018,"RT @tedlieu: It is #SaturdayMorning. That means @realDonaldTrump does another angry rant, this time about @nytimes reporter Maggie Haberman…"
487,-0.6249,@nytimes,0.247,0.667,94,0.086,Sat Apr 21 23:28:28 +0000 2018,"The Aurora Public Library has hate speech on display as ""art"". To display this is creating a hostile work environme… https://t.co/GYk5i6A4GV"
488,0.0,@nytimes,0.0,1.0,95,0.0,Sat Apr 21 23:28:28 +0000 2018,RT @JWaReesS: @cleotiger17 @MishMashB1 @bannerite @PearlieMaeJones @recDNA @Trumpgot2go @Willis_Hubbard_ @Lololupus @irenedorsey321 @ERMA__…
489,0.1027,@nytimes,0.0,0.924,96,0.076,Sat Apr 21 23:28:27 +0000 2018,Shades of Dewey. Wonder if there were any early editions printed? @nytimes in anticipation of a victorious historic… https://t.co/ReHteElKtz
490,0.5106,@nytimes,0.0,0.852,97,0.148,Sat Apr 21 23:28:26 +0000 2018,"RT @nytimes: Fancy homes, lobbyists and a shell company: Scott Pruitt’s political past in Oklahoma contains echoes of his ethical pitfalls…"
491,0.0,@nytimes,0.0,1.0,98,0.0,Sat Apr 21 23:28:25 +0000 2018,RT @recDNA: @Willis_Hubbard_ @cleotiger17 @JWaReesS @MishMashB1 @bannerite @PearlieMaeJones @Trumpgot2go @Lololupus @irenedorsey321 @ERMA__…
492,0.0,@nytimes,0.0,1.0,99,0.0,Sat Apr 21 23:28:24 +0000 2018,"RT @RafaelNorma: @lbasaguren #Gracias_por_tu_Gentil_RT/
@lopezobador_ #No_Oye_a_nadie $ordo a toda #crítica @Milenio #lajor_meada @LaRazonM…"
